H2 demand in kg,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,5.01369863
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
5.01369863,,,,,
